Price,Mileage,Make,Model,Trim,Type,Cylinder,Liter,Doors,Cruise,Sound,Leather
12846.0615931645,27560,Chevrolet,Cavalier,LS Sport Sedan 4D,Sedan,4,2.2,4,1,1,1
14061.1227650226,4922,Chevrolet,Cavalier,Sedan 4D,Sedan,4,2.2,4,0,1,1
13072.8416305329,14311,Chevrolet,Cavalier,Sedan 4D,Sedan,4,2.2,4,0,1,1
11699.0339156388,19816,Chevrolet,Cavalier,Sedan 4D,Sedan,4,2.2,4,1,1,1
12257.1640856157,21492,Chevrolet,Cavalier,Sedan 4D,Sedan,4,2.2,4,1,1,1
11574.1738126532,21525,Chevrolet,Cavalier,Sedan 4D,Sedan,4,2.2,4,0,1,1
11539.0485332856,24163,Chevrolet,Cavalier,Sedan 4D,Sedan,4,2.2,4,0,1,1
12243.0606241256,25014,Chevrolet,Cavalier,Sedan 4D,Sedan,4,2.2,4,1,1,1
11671.8581267356,25727,Chevrolet,Cavalier,Sedan 4D,Sedan,4,2.2,4,1,1,1
11464.6288587837,29410,Chevrolet,Cavalier,Sedan 4D,Sedan,4,2.2,4,1,1,1
10546.7827451076,38866,Chevrolet,Cavalier,Sedan 4D,Sedan,4,2.2,4,1,1,1
15553.2087144133,7695,Chevrolet,Classic,Sedan 4D,Sedan,4,2.2,4,0,1,1
15047.0027380893,12305,Chevrolet,Classic,Sedan 4D,Sedan,4,2.2,4,1,1,1
13540.0416416542,17343,Chevrolet,Classic,Sedan 4D,Sedan,4,2.2,4,0,1,1
14077.9688527613,17445,Chevrolet,Classic,Sedan 4D,Sedan,4,2.2,4,0,1,1
12981.9520292971,20309,Chevrolet,Classic,Sedan 4D,Sedan,4,2.2,4,1,1,1
13436.0001494398,20530,Chevrolet,Classic,Sedan 4D,Sedan,4,2.2,4,0,1,1
13161.9428277679,21145,Chevrolet,Classic,Sedan 4D,Sedan,4,2.2,4,1,1,1
14220.0132151888,23069,Chevrolet,Classic,Sedan 4D,Sedan,4,2.2,4,1,1,1
12379.1264733486,31199,Chevrolet,Classic,Sedan 4D,Sedan,4,2.2,4,1,1,1
11581.9050444543,36566,Chevrolet,Classic,Sedan 4D,Sedan,4,2.2,4,0,1,1
14023.9385467303,13776,Chevrolet,Cobalt,Coupe 2D,Coupe,4,2.2,2,0,1,1
12810.9105849645,19461,Chevrolet,Cobalt,Coupe 2D,Coupe,4,2.2,2,1,1,1
13135.9050323183,21796,Chevrolet,Cobalt,Coupe 2D,Coupe,4,2.2,2,1,1,1
13106.9004236608,21910,Chevrolet,Cobalt,Coupe 2D,Coupe,4,2.2,2,0,1,1
12845.1742493148,22382,Chevrolet,Cobalt,Coupe 2D,Coupe,4,2.2,2,1,1,1
12570.1366810142,22479,Chevrolet,Cobalt,Coupe 2D,Coupe,4,2.2,2,0,1,1
12897.9295369167,23200,Chevrolet,Cobalt,Coupe 2D,Coupe,4,2.2,2,1,1,1
11961.6199584128,27394,Chevrolet,Cobalt,Coupe 2D,Coupe,4,2.2,2,1,1,1
12706.9113479764,27521,Chevrolet,Cobalt,Coupe 2D,Coupe,4,2.2,2,1,1,1
12487.0542927355,28492,Chevrolet,Cobalt,Coupe 2D,Coupe,4,2.2,2,0,1,1
15635.7961597274,1169,Chevrolet,Cobalt,LS Coupe 2D,Coupe,4,2.2,2,0,1,1
15747.8039693734,6048,Chevrolet,Cobalt,LS Coupe 2D,Coupe,4,2.2,2,0,1,1
14619.0785627339,15768,Chevrolet,Cobalt,LS Coupe 2D,Coupe,4,2.2,2,1,1,1
14185.0215527411,20374,Chevrolet,Cobalt,LS Coupe 2D,Coupe,4,2.2,2,0,1,1
13699.0357802751,25845,Chevrolet,Cobalt,LS Coupe 2D,Coupe,4,2.2,2,1,1,1
13310.0595947936,26143,Chevrolet,Cobalt,LS Coupe 2D,Coupe,4,2.2,2,1,1,1
13530.0686449196,27249,Chevrolet,Cobalt,LS Coupe 2D,Coupe,4,2.2,2,1,1,1
13019.0711364536,27942,Chevrolet,Cobalt,LS Coupe 2D,Coupe,4,2.2,2,1,1,1
12684.9862266111,29891,Chevrolet,Cobalt,LS Coupe 2D,Coupe,4,2.2,2,1,1,1
12553.0714279172,32844,Chevrolet,Cobalt,LS Coupe 2D,Coupe,4,2.2,2,1,1,1
14997.8843363888,8880,Chevrolet,Cobalt,LS Sedan 4D,Sedan,4,2.2,4,0,1,1
14847.0441508521,12980,Chevrolet,Cobalt,LS Sedan 4D,Sedan,4,2.2,4,0,1,1
15128.9922358386,13828,Chevrolet,Cobalt,LS Sedan 4D,Sedan,4,2.2,4,1,1,1
15000.9927098969,14504,Chevrolet,Cobalt,LS Sedan 4D,Sedan,4,2.2,4,0,1,1
14593.8540952799,18790,Chevrolet,Cobalt,LS Sedan 4D,Sedan,4,2.2,4,0,1,1
14304.7410353626,21128,Chevrolet,Cobalt,LS Sedan 4D,Sedan,4,2.2,4,0,1,1
13688.9456754793,21611,Chevrolet,Cobalt,LS Sedan 4D,Sedan,4,2.2,4,1,1,1
13744.8498521312,23748,Chevrolet,Cobalt,LS Sedan 4D,Sedan,4,2.2,4,0,1,1
13545.0308963393,27431,Chevrolet,Cobalt,LS Sedan 4D,Sedan,4,2.2,4,0,1,1
12741.1902325605,34815,Chevrolet,Cobalt,LS Sedan 4D,Sedan,4,2.2,4,0,1,1
16116.8439161411,865,Chevrolet,Cobalt,LT Sedan 4D,Sedan,4,2.2,4,1,1,1
16428.5789813727,9882,Chevrolet,Cobalt,LT Sedan 4D,Sedan,4,2.2,4,0,1,1
15084.8154042675,14824,Chevrolet,Cobalt,LT Sedan 4D,Sedan,4,2.2,4,1,1,1
15163.1698589644,17158,Chevrolet,Cobalt,LT Sedan 4D,Sedan,4,2.2,4,1,1,1
14897.0405525771,18210,Chevrolet,Cobalt,LT Sedan 4D,Sedan,4,2.2,4,1,1,1
14508.7500852241,18910,Chevrolet,Cobalt,LT Sedan 4D,Sedan,4,2.2,4,0,1,1
14418.1652909085,19818,Chevrolet,Cobalt,LT Sedan 4D,Sedan,4,2.2,4,0,1,1
14191.8822773606,21181,Chevrolet,Cobalt,LT Sedan 4D,Sedan,4,2.2,4,1,1,1
14401.9069288085,21527,Chevrolet,Cobalt,LT Sedan 4D,Sedan,4,2.2,4,0,1,1
14175.8790788752,21627,Chevrolet,Cobalt,LT Sedan 4D,Sedan,4,2.2,4,0,1,1
14429.7896427032,6114,Chevrolet,Cobalt,Sedan 4D,Sedan,4,2.2,4,1,1,1
14696.0289897965,6709,Chevrolet,Cobalt,Sedan 4D,Sedan,4,2.2,4,1,1,1
14582.7691222953,7115,Chevrolet,Cobalt,Sedan 4D,Sedan,4,2.2,4,1,1,1
14194.8236036111,9561,Chevrolet,Cobalt,Sedan 4D,Sedan,4,2.2,4,0,1,1
14072.135231942,15233,Chevrolet,Cobalt,Sedan 4D,Sedan,4,2.2,4,0,1,1
13994.906458446,17270,Chevrolet,Cobalt,Sedan 4D,Sedan,4,2.2,4,0,1,1
13830.2490247204,17594,Chevrolet,Cobalt,Sedan 4D,Sedan,4,2.2,4,0,1,1
13159.8215441932,22740,Chevrolet,Cobalt,Sedan 4D,Sedan,4,2.2,4,1,1,1
12495.9707512187,26204,Chevrolet,Cobalt,Sedan 4D,Sedan,4,2.2,4,0,1,1
12678.853974694,28683,Chevrolet,Cobalt,Sedan 4D,Sedan,4,2.2,4,0,1,1
46732.6060296375,3625,Chevrolet,Corvette,Conv 2D,Convertible,8,6,2,1,1,1
47065.2099128135,5239,Chevrolet,Corvette,Conv 2D,Convertible,8,6,2,1,1,1
44749.6867932853,12115,Chevrolet,Corvette,Conv 2D,Convertible,8,6,2,1,0,1
42773.0283900247,14546,Chevrolet,Corvette,Conv 2D,Convertible,8,6,2,1,1,1
41371.3792727352,20000,Chevrolet,Corvette,Conv 2D,Convertible,8,6,2,1,0,1
39547.5878996389,23826,Chevrolet,Corvette,Conv 2D,Convertible,8,6,2,1,1,1
39691.7274009474,25169,Chevrolet,Corvette,Conv 2D,Convertible,8,6,2,1,1,1
38824.8690859321,25960,Chevrolet,Corvette,Conv 2D,Convertible,8,6,2,1,0,1
36970.8980474434,30502,Chevrolet,Corvette,Conv 2D,Convertible,8,6,2,1,1,1
37288.9367376769,32039,Chevrolet,Corvette,Conv 2D,Convertible,8,6,2,1,1,1
39875.8542553224,7054,Chevrolet,Corvette,Coupe 2D,Coupe,8,6,2,1,0,1
39713.6679219378,8967,Chevrolet,Corvette,Coupe 2D,Coupe,8,6,2,1,1,1
38990.6073346213,9410,Chevrolet,Corvette,Coupe 2D,Coupe,8,6,2,1,1,1
39092.1899183221,10717,Chevrolet,Corvette,Coupe 2D,Coupe,8,6,2,1,1,1
39365.8832384862,11619,Chevrolet,Corvette,Coupe 2D,Coupe,8,6,2,1,1,1
35261.436430686,21350,Chevrolet,Corvette,Coupe 2D,Coupe,8,6,2,1,1,1
35575.417048945,22740,Chevrolet,Corvette,Coupe 2D,Coupe,8,6,2,1,0,1
34297.3053502994,24259,Chevrolet,Corvette,Coupe 2D,Coupe,8,6,2,1,0,1
34739.2149603993,25747,Chevrolet,Corvette,Coupe 2D,Coupe,8,6,2,1,0,1
31186.741462751,34191,Chevrolet,Corvette,Coupe 2D,Coupe,8,6,2,1,0,1
21757.049509258,1853,Chevrolet,Impala,LS Sedan 4D,Sedan,6,3.8,4,1,0,0
19528.1004334074,14115,Chevrolet,Impala,LS Sedan 4D,Sedan,6,3.8,4,1,1,0
19075.6787522022,18198,Chevrolet,Impala,LS Sedan 4D,Sedan,6,3.8,4,1,0,1
19409.7526074867,18795,Chevrolet,Impala,LS Sedan 4D,Sedan,6,3.8,4,1,1,1
18527.2089705632,19874,Chevrolet,Impala,LS Sedan 4D,Sedan,6,3.8,4,1,1,0
18912.9815981283,21512,Chevrolet,Impala,LS Sedan 4D,Sedan,6,3.8,4,1,1,0
17839.8007705925,25453,Chevrolet,Impala,LS Sedan 4D,Sedan,6,3.8,4,1,0,1
17789.3467308115,26980,Chevrolet,Impala,LS Sedan 4D,Sedan,6,3.8,4,1,1,0
17294.181001319,29368,Chevrolet,Impala,LS Sedan 4D,Sedan,6,3.8,4,1,1,0
18083.3962990146,29420,Chevrolet,Impala,LS Sedan 4D,Sedan,6,3.8,4,1,1,1
20021.1952055266,1787,Chevrolet,Impala,Sedan 4D,Sedan,6,3.8,4,1,0,0
18835.1897611439,8211,Chevrolet,Impala,Sedan 4D,Sedan,6,3.8,4,1,0,1
18727.5083766846,14054,Chevrolet,Impala,Sedan 4D,Sedan,6,3.8,4,1,1,1
16805.057392224,19498,Chevrolet,Impala,Sedan 4D,Sedan,6,3.8,4,1,0,0
17154.5764616521,21567,Chevrolet,Impala,Sedan 4D,Sedan,6,3.8,4,1,0,1
16644.0878730491,22383,Chevrolet,Impala,Sedan 4D,Sedan,6,3.8,4,1,1,1
15951.8111690734,26070,Chevrolet,Impala,Sedan 4D,Sedan,6,3.8,4,1,1,1
16508.5906948624,27460,Chevrolet,Impala,Sedan 4D,Sedan,6,3.8,4,1,1,1
15832.5183481771,31202,Chevrolet,Impala,Sedan 4D,Sedan,6,3.8,4,1,1,1
15554.2831291178,33357,Chevrolet,Impala,Sedan 4D,Sedan,6,3.8,4,1,1,1
25948.9625940461,636,Chevrolet,Impala,SS Sedan 4D,Sedan,6,3.8,4,1,0,0
27714.0502451392,5379,Chevrolet,Impala,SS Sedan 4D,Sedan,6,3.8,4,1,1,0
25097.4732491841,14461,Chevrolet,Impala,SS Sedan 4D,Sedan,6,3.8,4,1,1,1
24809.0423236228,16111,Chevrolet,Impala,SS Sedan 4D,Sedan,6,3.8,4,1,0,0
23345.32906904,22964,Chevrolet,Impala,SS Sedan 4D,Sedan,6,3.8,4,1,1,1
22894.4386761484,26272,Chevrolet,Impala,SS Sedan 4D,Sedan,6,3.8,4,1,1,1
22064.292185651,27384,Chevrolet,Impala,SS Sedan 4D,Sedan,6,3.8,4,1,1,1
23151.5461397874,27940,Chevrolet,Impala,SS Sedan 4D,Sedan,6,3.8,4,1,0,0
22120.7577646413,28242,Chevrolet,Impala,SS Sedan 4D,Sedan,6,3.8,4,1,1,1
20294.5768249992,33892,Chevrolet,Impala,SS Sedan 4D,Sedan,6,3.8,4,1,0,0
18957.8900428954,5936,Chevrolet,Malibu,LS MAXX Hback 4D,Hatchback,6,3.5,4,0,1,1
18950.9069845001,8687,Chevrolet,Malibu,LS MAXX Hback 4D,Hatchback,6,3.5,4,0,1,1
17891.633775413,17020,Chevrolet,Malibu,LS MAXX Hback 4D,Hatchback,6,3.5,4,0,1,1
17801.2295282699,19386,Chevrolet,Malibu,LS MAXX Hback 4D,Hatchback,6,3.5,4,1,1,1
16723.9938818438,19740,Chevrolet,Malibu,LS MAXX Hback 4D,Hatchback,6,3.5,4,1,1,1
16744.0302525506,21829,Chevrolet,Malibu,LS MAXX Hback 4D,Hatchback,6,3.5,4,0,1,1
16825.1908819896,23460,Chevrolet,Malibu,LS MAXX Hback 4D,Hatchback,6,3.5,4,0,1,1
16543.9801372896,24583,Chevrolet,Malibu,LS MAXX Hback 4D,Hatchback,6,3.5,4,0,1,1
16143.9572923392,26532,Chevrolet,Malibu,LS MAXX Hback 4D,Hatchback,6,3.5,4,1,1,1
14914.201280944,33906,Chevrolet,Malibu,LS MAXX Hback 4D,Hatchback,6,3.5,4,0,1,1
19164.6106273539,1480,Chevrolet,Malibu,LS Sedan 4D,Sedan,6,3.5,4,1,1,1
18800.9588988123,7961,Chevrolet,Malibu,LS Sedan 4D,Sedan,6,3.5,4,0,1,1
17458.2215292051,15144,Chevrolet,Malibu,LS Sedan 4D,Sedan,6,3.5,4,1,1,1
17158.9219978811,21417,Chevrolet,Malibu,LS Sedan 4D,Sedan,6,3.5,4,0,1,1
16472.8976475979,21675,Chevrolet,Malibu,LS Sedan 4D,Sedan,6,3.5,4,1,1,1
16993.78032811,23621,Chevrolet,Malibu,LS Sedan 4D,Sedan,6,3.5,4,0,1,1
16300.4652398485,25697,Chevrolet,Malibu,LS Sedan 4D,Sedan,6,3.5,4,1,1,1
15623.2002730477,27476,Chevrolet,Malibu,LS Sedan 4D,Sedan,6,3.5,4,0,1,1
15138.4008240242,32462,Chevrolet,Malibu,LS Sedan 4D,Sedan,6,3.5,4,0,1,1
15233.159870989,32535,Chevrolet,Malibu,LS Sedan 4D,Sedan,6,3.5,4,0,1,1
19471.9748521674,6608,Chevrolet,Malibu,LT MAXX Hback 4D,Hatchback,6,3.5,4,1,1,1
18009.846031675,15190,Chevrolet,Malibu,LT MAXX Hback 4D,Hatchback,6,3.5,4,0,1,1
18273.006133669,16335,Chevrolet,Malibu,LT MAXX Hback 4D,Hatchback,6,3.5,4,0,1,1
18311.7563023413,17441,Chevrolet,Malibu,LT MAXX Hback 4D,Hatchback,6,3.5,4,0,1,1
17553.7536839839,18451,Chevrolet,Malibu,LT MAXX Hback 4D,Hatchback,6,3.5,4,0,1,1
18004.8704147535,18771,Chevrolet,Malibu,LT MAXX Hback 4D,Hatchback,6,3.5,4,0,1,1
17663.2249529278,19490,Chevrolet,Malibu,LT MAXX Hback 4D,Hatchback,6,3.5,4,1,1,1
17115.1220306392,24461,Chevrolet,Malibu,LT MAXX Hback 4D,Hatchback,6,3.5,4,0,1,1
16988.3030634522,24905,Chevrolet,Malibu,LT MAXX Hback 4D,Hatchback,6,3.5,4,1,1,1
16803.1227498612,25874,Chevrolet,Malibu,LT MAXX Hback 4D,Hatchback,6,3.5,4,1,1,1
19446.8829407428,932,Chevrolet,Malibu,LT Sedan 4D,Sedan,6,3.5,4,0,1,1
17119.4575724122,18277,Chevrolet,Malibu,LT Sedan 4D,Sedan,6,3.5,4,1,1,1
17316.0966034412,19593,Chevrolet,Malibu,LT Sedan 4D,Sedan,6,3.5,4,1,1,1
16860.8707794215,19883,Chevrolet,Malibu,LT Sedan 4D,Sedan,6,3.5,4,1,1,1
17312.9071543366,21420,Chevrolet,Malibu,LT Sedan 4D,Sedan,6,3.5,4,1,1,1
16403.253626802,23133,Chevrolet,Malibu,LT Sedan 4D,Sedan,6,3.5,4,1,1,1
16536.7438751172,24218,Chevrolet,Malibu,LT Sedan 4D,Sedan,6,3.5,4,1,1,1
16341.8040992783,25394,Chevrolet,Malibu,LT Sedan 4D,Sedan,6,3.5,4,0,1,1
16713.984689313,26328,Chevrolet,Malibu,LT Sedan 4D,Sedan,6,3.5,4,1,1,1
16295.211437549,28239,Chevrolet,Malibu,LT Sedan 4D,Sedan,6,3.5,4,0,1,1
18974.9220296354,5632,Chevrolet,Malibu,MAXX Hback 4D,Hatchback,6,3.5,4,0,1,1
18324.8319253823,7397,Chevrolet,Malibu,MAXX Hback 4D,Hatchback,6,3.5,4,1,1,1
19581.2314137813,7645,Chevrolet,Malibu,MAXX Hback 4D,Hatchback,6,3.5,4,0,1,1
18169.3754824501,14754,Chevrolet,Malibu,MAXX Hback 4D,Hatchback,6,3.5,4,0,1,1
17986.2240909417,17488,Chevrolet,Malibu,MAXX Hback 4D,Hatchback,6,3.5,4,0,1,1
17173.9423218235,18721,Chevrolet,Malibu,MAXX Hback 4D,Hatchback,6,3.5,4,0,1,1
16456.9746438978,20200,Chevrolet,Malibu,MAXX Hback 4D,Hatchback,6,3.5,4,0,1,1
16267.0948891087,21452,Chevrolet,Malibu,MAXX Hback 4D,Hatchback,6,3.5,4,0,1,1
16860.0943255059,22841,Chevrolet,Malibu,MAXX Hback 4D,Hatchback,6,3.5,4,1,1,1
16027.286487323,22889,Chevrolet,Malibu,MAXX Hback 4D,Hatchback,6,3.5,4,0,1,1
17089.9188296993,8732,Chevrolet,Malibu,Sedan 4D,Sedan,6,3.5,4,0,1,1
17463.046080588,11393,Chevrolet,Malibu,Sedan 4D,Sedan,6,3.5,4,1,1,1
17218.6857498601,14579,Chevrolet,Malibu,Sedan 4D,Sedan,6,3.5,4,1,1,1
17162.4782553752,15903,Chevrolet,Malibu,Sedan 4D,Sedan,6,3.5,4,0,1,1
16507.0702674881,17451,Chevrolet,Malibu,Sedan 4D,Sedan,6,3.5,4,0,1,1
16752.5144032522,18562,Chevrolet,Malibu,Sedan 4D,Sedan,6,3.5,4,1,1,1
16646.7707992652,20154,Chevrolet,Malibu,Sedan 4D,Sedan,6,3.5,4,0,1,1
15623.9197645756,21272,Chevrolet,Malibu,Sedan 4D,Sedan,6,3.5,4,1,1,1
15664.6249047546,25787,Chevrolet,Malibu,Sedan 4D,Sedan,6,3.5,4,1,1,1
15680.8644260064,25956,Chevrolet,Malibu,Sedan 4D,Sedan,6,3.5,4,0,1,1
18800.0931025943,5827,Chevrolet,Monte Carlo,LS Coupe 2D,Coupe,6,3.8,2,1,0,0
18910.8042859922,8345,Chevrolet,Monte Carlo,LS Coupe 2D,Coupe,6,3.8,2,1,0,1
19177.4120635113,10414,Chevrolet,Monte Carlo,LS Coupe 2D,Coupe,6,3.8,2,1,1,0
18040.1440064688,11647,Chevrolet,Monte Carlo,LS Coupe 2D,Coupe,6,3.8,2,1,0,1
17685.2009949316,15898,Chevrolet,Monte Carlo,LS Coupe 2D,Coupe,6,3.8,2,1,0,0
17515.3975894289,18602,Chevrolet,Monte Carlo,LS Coupe 2D,Coupe,6,3.8,2,1,0,0
16357.9923216692,23491,Chevrolet,Monte Carlo,LS Coupe 2D,Coupe,6,3.8,2,1,1,0
16345.9437469065,25931,Chevrolet,Monte Carlo,LS Coupe 2D,Coupe,6,3.8,2,1,1,0
15797.1957603831,26700,Chevrolet,Monte Carlo,LS Coupe 2D,Coupe,6,3.8,2,1,1,0
15503.5087961695,33345,Chevrolet,Monte Carlo,LS Coupe 2D,Coupe,6,3.8,2,1,0,0
21745.0294409433,7065,Chevrolet,Monte Carlo,LT Coupe 2D,Coupe,6,3.8,2,1,1,0
21725.0107490518,13457,Chevrolet,Monte Carlo,LT Coupe 2D,Coupe,6,3.8,2,1,1,0
22384.1186917714,14788,Chevrolet,Monte Carlo,LT Coupe 2D,Coupe,6,3.8,2,1,1,1
20537.1417181204,16950,Chevrolet,Monte Carlo,LT Coupe 2D,Coupe,6,3.8,2,1,0,0
21233.911355975,17337,Chevrolet,Monte Carlo,LT Coupe 2D,Coupe,6,3.8,2,1,1,1
20676.1655109484,18021,Chevrolet,Monte Carlo,LT Coupe 2D,Coupe,6,3.8,2,1,0,1
20839.1499654655,22152,Chevrolet,Monte Carlo,LT Coupe 2D,Coupe,6,3.8,2,1,1,1
20017.9684301873,22729,Chevrolet,Monte Carlo,LT Coupe 2D,Coupe,6,3.8,2,1,0,0
18876.8706536779,27218,Chevrolet,Monte Carlo,LT Coupe 2D,Coupe,6,3.8,2,1,1,0
17586.9285826976,39049,Chevrolet,Monte Carlo,LT Coupe 2D,Coupe,6,3.8,2,1,0,1
23573.8220022015,12466,Chevrolet,Monte Carlo,SS Coupe 2D,Coupe,6,3.8,2,1,1,0
23527.7285024945,14948,Chevrolet,Monte Carlo,SS Coupe 2D,Coupe,6,3.8,2,1,1,0
22113.628024091,21992,Chevrolet,Monte Carlo,SS Coupe 2D,Coupe,6,3.8,2,1,1,0
22470.3584295684,22626,Chevrolet,Monte Carlo,SS Coupe 2D,Coupe,6,3.8,2,1,1,0
20619.1140102242,24067,Chevrolet,Monte Carlo,SS Coupe 2D,Coupe,6,3.8,2,1,0,0
20047.9513612262,24665,Chevrolet,Monte Carlo,SS Coupe 2D,Coupe,6,3.8,2,1,1,0
21525.3390083458,25020,Chevrolet,Monte Carlo,SS Coupe 2D,Coupe,6,3.8,2,1,1,1
20382.1503095689,25240,Chevrolet,Monte Carlo,SS Coupe 2D,Coupe,6,3.8,2,1,1,1
21020.8367766062,25550,Chevrolet,Monte Carlo,SS Coupe 2D,Coupe,6,3.8,2,1,1,1
20221.8088112824,26223,Chevrolet,Monte Carlo,SS Coupe 2D,Coupe,6,3.8,2,1,1,1
25452.473854577,11892,Pontiac,Bonneville,GXP Sedan 4D,Sedan,8,4.6,4,1,0,1
23449.306325765,17273,Pontiac,Bonneville,GXP Sedan 4D,Sedan,8,4.6,4,1,0,1
23578.1648606715,19148,Pontiac,Bonneville,GXP Sedan 4D,Sedan,8,4.6,4,1,0,1
22525.2697215027,19521,Pontiac,Bonneville,GXP Sedan 4D,Sedan,8,4.6,4,1,1,1
21982.6477082653,20472,Pontiac,Bonneville,GXP Sedan 4D,Sedan,8,4.6,4,1,1,1
22231.5631514943,21929,Pontiac,Bonneville,GXP Sedan 4D,Sedan,8,4.6,4,1,1,1
22189.1159710833,25651,Pontiac,Bonneville,GXP Sedan 4D,Sedan,8,4.6,4,1,0,1
21765.066579225,25794,Pontiac,Bonneville,GXP Sedan 4D,Sedan,8,4.6,4,1,0,1
21403.7564223375,27168,Pontiac,Bonneville,GXP Sedan 4D,Sedan,8,4.6,4,1,0,1
21200.6902072266,31197,Pontiac,Bonneville,GXP Sedan 4D,Sedan,8,4.6,4,1,1,1
19682.0350106485,11554,Pontiac,Bonneville,SE Sedan 4D,Sedan,6,3.8,4,1,0,1
18678.4141227383,16496,Pontiac,Bonneville,SE Sedan 4D,Sedan,6,3.8,4,1,1,0
20318.8909731314,17583,Pontiac,Bonneville,SE Sedan 4D,Sedan,6,3.8,4,1,1,0
20127.0441847493,18419,Pontiac,Bonneville,SE Sedan 4D,Sedan,6,3.8,4,1,1,1
19751.041430836,20510,Pontiac,Bonneville,SE Sedan 4D,Sedan,6,3.8,4,1,0,1
17844.7307707838,21121,Pontiac,Bonneville,SE Sedan 4D,Sedan,6,3.8,4,1,1,0
18856.0186905559,22423,Pontiac,Bonneville,SE Sedan 4D,Sedan,6,3.8,4,1,1,0
18566.070703281,24747,Pontiac,Bonneville,SE Sedan 4D,Sedan,6,3.8,4,1,1,1
18063.0049108529,27574,Pontiac,Bonneville,SE Sedan 4D,Sedan,6,3.8,4,1,0,0
17768.0595054329,28385,Pontiac,Bonneville,SE Sedan 4D,Sedan,6,3.8,4,1,1,1
23197.4367899745,2295,Pontiac,Bonneville,SLE Sedan 4D,Sedan,6,3.8,4,1,1,1
23102.0223672481,5653,Pontiac,Bonneville,SLE Sedan 4D,Sedan,6,3.8,4,1,0,0
22460.5299963042,8928,Pontiac,Bonneville,SLE Sedan 4D,Sedan,6,3.8,4,1,0,1
21607.7725655548,11069,Pontiac,Bonneville,SLE Sedan 4D,Sedan,6,3.8,4,1,0,1
22004.9304375367,15516,Pontiac,Bonneville,SLE Sedan 4D,Sedan,6,3.8,4,1,1,1
20830.9942960647,19419,Pontiac,Bonneville,SLE Sedan 4D,Sedan,6,3.8,4,1,1,0
20109.904121275,22891,Pontiac,Bonneville,SLE Sedan 4D,Sedan,6,3.8,4,1,1,1
19116.1310873998,26252,Pontiac,Bonneville,SLE Sedan 4D,Sedan,6,3.8,4,1,0,1
19689.7408440044,27077,Pontiac,Bonneville,SLE Sedan 4D,Sedan,6,3.8,4,1,1,0
19338.3759975728,27966,Pontiac,Bonneville,SLE Sedan 4D,Sedan,6,3.8,4,1,0,1
21903.3226175196,4537,Pontiac,G6,GT Sedan 4D,Sedan,6,3.5,4,1,1,0
22736.8344688719,5690,Pontiac,G6,GT Sedan 4D,Sedan,6,3.5,4,1,1,1
22104.9735713079,9049,Pontiac,G6,GT Sedan 4D,Sedan,6,3.5,4,1,1,1
22311.0495129621,11221,Pontiac,G6,GT Sedan 4D,Sedan,6,3.5,4,1,1,1
21875.0976308299,12313,Pontiac,G6,GT Sedan 4D,Sedan,6,3.5,4,1,0,1
20627.6616890792,20770,Pontiac,G6,GT Sedan 4D,Sedan,6,3.5,4,1,1,1
19540.2447885739,22628,Pontiac,G6,GT Sedan 4D,Sedan,6,3.5,4,1,1,0
19204.8093414195,26477,Pontiac,G6,GT Sedan 4D,Sedan,6,3.5,4,1,0,1
18158.083129084,28354,Pontiac,G6,GT Sedan 4D,Sedan,6,3.5,4,1,0,0
18529.3421171141,30063,Pontiac,G6,GT Sedan 4D,Sedan,6,3.5,4,1,0,1
21383.0671604967,7287,Pontiac,G6,Sedan 4D,Sedan,6,3.5,4,1,1,1
20452.6694749486,10338,Pontiac,G6,Sedan 4D,Sedan,6,3.5,4,1,0,0
20677.5938191944,11204,Pontiac,G6,Sedan 4D,Sedan,6,3.5,4,1,1,0
19294.787504345,19539,Pontiac,G6,Sedan 4D,Sedan,6,3.5,4,1,0,0
18548.9785926424,20870,Pontiac,G6,Sedan 4D,Sedan,6,3.5,4,1,0,0
18042.2210743654,21702,Pontiac,G6,Sedan 4D,Sedan,6,3.5,4,1,0,0
18620.8713666287,25516,Pontiac,G6,Sedan 4D,Sedan,6,3.5,4,1,0,1
17023.9368652855,30404,Pontiac,G6,Sedan 4D,Sedan,6,3.5,4,1,0,0
16216.9807055563,35624,Pontiac,G6,Sedan 4D,Sedan,6,3.5,4,1,1,0
15792.8314368682,41566,Pontiac,G6,Sedan 4D,Sedan,6,3.5,4,1,1,1
17360.8106352797,881,Pontiac,Grand Am,GT Coupe 2D,Coupe,6,3.4,2,0,1,1
17675.8374881408,5131,Pontiac,Grand Am,GT Coupe 2D,Coupe,6,3.4,2,0,1,1
17141.9411581897,6761,Pontiac,Grand Am,GT Coupe 2D,Coupe,6,3.4,2,1,1,1
17202.8340553044,9380,Pontiac,Grand Am,GT Coupe 2D,Coupe,6,3.4,2,0,1,1
16792.6795290731,12071,Pontiac,Grand Am,GT Coupe 2D,Coupe,6,3.4,2,1,1,1
15595.8841326384,18315,Pontiac,Grand Am,GT Coupe 2D,Coupe,6,3.4,2,0,1,1
15253.8685660807,20917,Pontiac,Grand Am,GT Coupe 2D,Coupe,6,3.4,2,1,1,1
15594.8068443375,22414,Pontiac,Grand Am,GT Coupe 2D,Coupe,6,3.4,2,0,1,1
15059.1340772545,22641,Pontiac,Grand Am,GT Coupe 2D,Coupe,6,3.4,2,1,1,1
