Complaint ID,Product,Sub-product,Issue,Sub-issue,State,ZIP code,Submitted via,Date received,Date sent to company,Company,Company response,Timely response?,Consumer disputed?
1171962,Bank account or service,Checking account,"Making/receiving payments, sending money",,NY,10075,Web,12/27/2014,12/27/2014,JPMorgan Chase,Closed with explanation,Yes,
1171961,Bank account or service,Checking account,Using a debit or ATM card,,GA,30083,Web,12/27/2014,12/27/2014,Bank of America,Closed with explanation,Yes,
1171960,Credit card,,Credit card protection / Debt protection,,IL,60107,Web,12/27/2014,01/02/2015,Citibank,Closed with monetary relief,Yes,
1171956,Credit card,,Billing disputes,,NY,11552,Web,12/27/2014,12/27/2014,Amex,Closed with monetary relief,Yes,
1171953,Money transfers,Domestic (US) money transfer,Money was not available when promised,,NV,89117,Web,12/27/2014,12/27/2014,PayPal,Closed with explanation,No,
1171950,Debt collection,Credit card,Disclosure verification of debt,Not given enough info to verify debt,VA,23834,Web,12/27/2014,01/02/2015,Encore Capital Group,Closed with non-monetary relief,Yes,Yes
1171805,Debt collection,Credit card,Disclosure verification of debt,Not given enough info to verify debt,CA,92128,Web,12/26/2014,01/02/2015,"Cavalry Investments, LLC",Closed with non-monetary relief,Yes,
1172123,Credit reporting,,Incorrect information on credit report,Account status,VA,23701,Postal mail,12/26/2014,01/23/2015,Equifax,Closed with explanation,Yes,
1172100,Mortgage,FHA mortgage,"Application, originator, mortgage broker",,CO,80224,Web,12/26/2014,12/27/2014,Nationstar Mortgage,Closed with explanation,Yes,Yes
1172093,Credit reporting,,Incorrect information on credit report,Account status,TX,79424,Web,12/26/2014,01/02/2015,Equifax,In progress,Yes,
1172092,Credit reporting,,Incorrect information on credit report,Account status,TX,79424,Web,12/26/2014,01/05/2015,TransUnion,In progress,Yes,
1172075,Credit card,,Billing disputes,,CT,,Web,12/26/2014,01/02/2015,"Total Card, Inc.",Closed with explanation,Yes,
1172069,Debt collection,"Other (phone, health club, etc.)",Communication tactics,Called after sent written cease of comm,CO,80013,Web,12/26/2014,12/27/2014,Source Receivables Management LLC,Closed with explanation,Yes,Yes
1172066,Debt collection,Credit card,Cont'd attempts collect debt not owed,Debt was discharged in bankruptcy,CA,91724,Web,12/26/2014,12/27/2014,"Out Tech, Inc.",Untimely response,No,
1171946,Mortgage,Conventional fixed mortgage,"Loan servicing, payments, escrow account",,AZ,85395,Web,12/26/2014,01/02/2015,Quicken Loans,Closed with explanation,Yes,
1171945,Credit card,,Other fee,,CA,90025,Web,12/26/2014,12/27/2014,Capital One,Closed with monetary relief,Yes,
1171942,Mortgage,Conventional adjustable mortgage (ARM),"Loan servicing, payments, escrow account",,CA,91403,Web,12/26/2014,12/27/2014,Nationstar Mortgage,In progress,Yes,
1171941,Credit reporting,,Credit monitoring or identity protection,Problem with fraud alerts,TN,37079,Web,12/26/2014,12/27/2014,Experian,Closed with non-monetary relief,Yes,
1171938,Debt collection,Medical,Disclosure verification of debt,Not given enough info to verify debt,FL,33025,Web,12/26/2014,12/27/2014,First Federal Credit Control,Closed with explanation,Yes,
1171937,Money transfers,Domestic (US) money transfer,Money was not available when promised,,IL,60957,Web,12/26/2014,12/27/2014,MoneyGram,Closed with explanation,Yes,Yes
1171936,Credit card,,Billing disputes,,GA,30656,Web,12/26/2014,01/02/2015,Citibank,Closed with monetary relief,Yes,
1171934,Credit card,,Late fee,,CA,94070,Web,12/26/2014,12/27/2014,Bank of America,Closed with monetary relief,Yes,
1171931,Debt collection,Non-federal student loan,Communication tactics,Frequent or repeated calls,CA,92392,Web,12/26/2014,12/27/2014,Navient,Closed with non-monetary relief,Yes,
1171930,Mortgage,Conventional adjustable mortgage (ARM),Settlement process and costs,,NM,87002,Web,12/26/2014,01/02/2015,Freedom Mortgage,Closed with explanation,Yes,
1171927,Debt collection,Medical,Disclosure verification of debt,Right to dispute notice not received,SC,29036,Web,12/26/2014,01/02/2015,Receivables Management Corporation,Closed with explanation,Yes,
1171925,Money transfers,International money transfer,Money was not available when promised,,MN,55435,Web,12/26/2014,12/27/2014,MoneyGram,In progress,Yes,
1171924,Money transfers,Domestic (US) money transfer,Other transaction issues,,FL,34119,Web,12/26/2014,12/27/2014,MoneyGram,Closed with explanation,Yes,
1171922,Mortgage,Conventional fixed mortgage,"Loan servicing, payments, escrow account",,SC,29708,Web,12/26/2014,12/27/2014,"Green Tree Servicing, LLC",Closed with explanation,Yes,
1171921,Mortgage,Conventional fixed mortgage,Settlement process and costs,,CO,80220,Web,12/26/2014,12/27/2014,JPMorgan Chase,Closed with monetary relief,Yes,
1171920,Mortgage,Conventional fixed mortgage,"Loan modification,collection,foreclosure",,CA,95476,Web,12/26/2014,12/27/2014,SunTrust Bank,Closed with explanation,Yes,Yes
1171919,Debt collection,Payday loan,Communication tactics,Frequent or repeated calls,MO,63136,Web,12/26/2014,01/06/2015,ACE Cash Express Inc.,Closed with explanation,Yes,
1171913,Credit reporting,,Incorrect information on credit report,Personal information,NH,03077,Web,12/26/2014,12/27/2014,TransUnion,Closed with non-monetary relief,Yes,
1171898,Credit card,,Identity theft / Fraud / Embezzlement,,TX,77535,Postal mail,12/26/2014,12/31/2014,Citibank,Closed with explanation,Yes,
1171896,Mortgage,Conventional fixed mortgage,"Loan modification,collection,foreclosure",,GA,31637,Web,12/26/2014,01/02/2015,Synovus Bank,Closed with explanation,Yes,Yes
1171894,Consumer loan,Installment loan,Taking out the loan or lease,,MA,02130,Web,12/26/2014,01/02/2015,Stellar Recovery Inc.,Closed with explanation,Yes,
1171893,Consumer loan,Installment loan,Managing the loan or lease,,MA,02130,Web,12/26/2014,01/02/2015,"HCFS Health Care Financial Services, Inc.",Closed with explanation,Yes,
1171890,Debt collection,,Improper contact or sharing of info,Contacted me after I asked not to,MO,63122,Web,12/26/2014,12/30/2014,Seterus,Closed with explanation,Yes,
1171884,Payday loan,,Charged fees or interest I didn't expect,,LA,70127,Web,12/26/2014,01/02/2015,Red Rock Tribal Lending,Closed with explanation,Yes,
1171880,Payday loan,,Charged bank acct wrong day or amt,,OH,44512,Web,12/26/2014,12/27/2014,ACE Cash Express Inc.,Closed with explanation,Yes,
1171876,Credit reporting,,Incorrect information on credit report,Information is not mine,MS,39571,Web,12/26/2014,12/27/2014,TransUnion,Closed with non-monetary relief,Yes,
1171871,Consumer loan,Vehicle loan,Problems when you are unable to pay,,VA,23690,Phone,12/26/2014,01/15/2015,USAA Savings,Closed with explanation,Yes,
1171870,Bank account or service,Other bank product/service,Deposits and withdrawals,,IL,60090,Web,12/26/2014,12/27/2014,Citibank,Closed with explanation,Yes,
1171867,Credit reporting,,Unable to get credit report/credit score,Problem getting my free annual report,MI,48875,Web,12/26/2014,12/27/2014,Experian,Closed with explanation,Yes,
1171864,Credit reporting,,Incorrect information on credit report,Personal information,DE,19702,Web,12/26/2014,01/05/2015,TransUnion,Closed with non-monetary relief,Yes,
1171856,Credit card,,Other,,IL,60016,Phone,12/26/2014,12/30/2014,Citibank,Closed with non-monetary relief,Yes,
1171853,Mortgage,Home equity loan or line of credit,"Loan modification,collection,foreclosure",,MN,55374,Web,12/26/2014,12/26/2014,Bank of America,Closed with explanation,Yes,
1171852,Credit card,,Closing/Cancelling account,,NH,03574,Web,12/26/2014,12/31/2014,Citibank,Closed with non-monetary relief,Yes,
1171851,Credit reporting,,Incorrect information on credit report,Information is not mine,PA,18510,Web,12/26/2014,01/02/2015,Equifax,Closed with explanation,Yes,
1171849,Mortgage,Other mortgage,"Loan servicing, payments, escrow account",,NY,11226,Postal mail,12/26/2014,12/31/2014,"Bayview Loan Servicing, LLC",In progress,Yes,
1171848,Debt collection,"Other (phone, health club, etc.)",False statements or representation,Attempted to collect wrong amount,DE,19901,Web,12/26/2014,12/26/2014,"First National Collection Bureau, Inc.",Closed with explanation,Yes,
1171840,Credit reporting,,Credit reporting company's investigation,No notice of investigation status/result,CT,06096,Web,12/26/2014,12/26/2014,TransUnion,Closed with explanation,Yes,
1171839,Bank account or service,Other bank product/service,Deposits and withdrawals,,GA,30360,Phone,12/26/2014,01/05/2015,Bank of America,Closed with explanation,Yes,
1171838,Debt collection,,False statements or representation,Attempted to collect wrong amount,NJ,08012,Web,12/26/2014,12/26/2014,"Pressler & Pressler, LLP",Closed with explanation,Yes,Yes
1171833,Mortgage,Reverse mortgage,"Application, originator, mortgage broker",,DE,19969,Web,12/26/2014,12/26/2014,American Advisors Group,Closed with explanation,No,
1171829,Debt collection,"Other (phone, health club, etc.)",Cont'd attempts collect debt not owed,Debt is not mine,NY,10002,Postal mail,12/26/2014,12/31/2014,"Selip & Stylianou, LLP",Closed with explanation,Yes,
1171827,Credit reporting,,Incorrect information on credit report,Information is not mine,NC,28542,Web,12/26/2014,12/31/2014,Equifax,Closed with non-monetary relief,Yes,
1171817,Bank account or service,Checking account,Problems caused by my funds being low,,PA,15009,Web,12/26/2014,12/31/2014,RBS Citizens,Closed with monetary relief,Yes,
1171815,Debt collection,"Other (phone, health club, etc.)",Cont'd attempts collect debt not owed,Debt is not mine,FL,32940,Web,12/26/2014,12/26/2014,"Advanced Collection Bureau, Inc.",Closed with explanation,Yes,
1171811,Credit card,,Credit card protection / Debt protection,,TN,37069,Web,12/26/2014,12/26/2014,Regions,Closed with monetary relief,Yes,
1171810,Bank account or service,Checking account,Deposits and withdrawals,,TX,78382,Web,12/26/2014,12/26/2014,Wells Fargo,Closed with explanation,Yes,
1171809,Debt collection,Medical,Communication tactics,Frequent or repeated calls,CA,92336,Web,12/26/2014,12/26/2014,"California Business Bureau, Inc.",Closed with explanation,Yes,
1171807,Money transfers,Domestic (US) money transfer,Fraud or scam,,NY,11221,Web,12/26/2014,12/26/2014,Bank of America,Closed with explanation,Yes,Yes
1171779,Mortgage,Other mortgage,"Loan servicing, payments, escrow account",,CA,95391,Postal mail,12/26/2014,01/02/2015,Nationstar Mortgage,Closed with explanation,Yes,
1171778,Mortgage,Other mortgage,"Loan servicing, payments, escrow account",,CA,95391,Postal mail,12/26/2014,01/08/2015,CMG Financial,Closed with non-monetary relief,Yes,
1171777,Debt collection,Credit card,Communication tactics,Frequent or repeated calls,OH,45065,Web,12/26/2014,12/26/2014,"Dynia & Associates, LLC",Closed with explanation,No,
1171775,Credit card,,Transaction issue,,GA,30318,Web,12/26/2014,12/26/2014,GE Capital Retail,Closed with explanation,Yes,
1171671,Bank account or service,Checking account,Using a debit or ATM card,,NY,10163,Web,12/26/2014,12/26/2014,Bank of America,Closed with explanation,Yes,Yes
1171668,Mortgage,Conventional adjustable mortgage (ARM),"Loan servicing, payments, escrow account",,CA,90302,Web,12/26/2014,12/26/2014,East West Bank,Closed,Yes,
1171667,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",,VA,23235,Web,12/26/2014,12/26/2014,Bank of America,Closed with explanation,Yes,
1171664,Mortgage,Conventional adjustable mortgage (ARM),"Loan servicing, payments, escrow account",,DC,20037,Web,12/26/2014,12/26/2014,Bank of America,Closed with explanation,Yes,
1171663,Debt collection,Credit card,Cont'd attempts collect debt not owed,Debt is not mine,DC,20001,Postal mail,12/26/2014,01/02/2015,Capital One,In progress,Yes,
1171662,Debt collection,Credit card,Cont'd attempts collect debt not owed,Debt is not mine,DC,20001,Postal mail,12/26/2014,01/02/2015,Resurgent Capital Services L.P.,Closed,Yes,
1171661,Credit reporting,,Incorrect information on credit report,Information is not mine,AL,35040,Web,12/26/2014,01/02/2015,Equifax,In progress,Yes,
1171660,Credit reporting,,Incorrect information on credit report,Public record,AL,35040,Web,12/26/2014,12/26/2014,Equifax,Closed with explanation,Yes,
1171649,Mortgage,Conventional fixed mortgage,"Loan modification,collection,foreclosure",,FL,33027,Web,12/26/2014,12/26/2014,"Green Tree Servicing, LLC",In progress,Yes,
1171644,Mortgage,Conventional fixed mortgage,"Loan modification,collection,foreclosure",,CA,94531,Web,12/26/2014,12/26/2014,Ocwen,Closed with explanation,Yes,
1171642,Debt collection,Non-federal student loan,Cont'd attempts collect debt not owed,Debt is not mine,NY,11550,Web,12/26/2014,12/26/2014,ConServe,Closed with explanation,Yes,
1171638,Bank account or service,Checking account,Problems caused by my funds being low,,IA,50312,Postal mail,12/26/2014,12/29/2014,Bank of America,Closed with explanation,Yes,
1171637,Money transfers,International money transfer,Incorrect/missing disclosures or info,,IA,51501,Postal mail,12/26/2014,01/02/2015,Western Union,Closed with explanation,Yes,
1171636,Mortgage,Home equity loan or line of credit,"Loan servicing, payments, escrow account",,CA,95608,Web,12/26/2014,12/26/2014,JPMorgan Chase,In progress,Yes,
1171634,Credit reporting,,Credit reporting company's investigation,Problem with statement of dispute,NY,10038,Web,12/26/2014,12/26/2014,TransUnion,Closed with explanation,Yes,Yes
1171633,Credit reporting,,Incorrect information on credit report,Account status,MI,49022,Postal mail,12/26/2014,01/02/2015,Equifax,Closed with explanation,Yes,Yes
1171627,Credit card,,Other,,CA,90814,Web,12/26/2014,12/26/2014,Bank of America,Closed with explanation,Yes,
1171626,Bank account or service,Checking account,Deposits and withdrawals,,,,Postal mail,12/26/2014,01/07/2015,Bank of America,Closed with non-monetary relief,Yes,
1171625,Consumer loan,Vehicle loan,Managing the loan or lease,,NC,28026,Web,12/26/2014,12/26/2014,DriveTime,Closed with explanation,Yes,
1171622,Credit reporting,,Incorrect information on credit report,Information is not mine,CA,95134,Web,12/26/2014,01/02/2015,Capital One,In progress,Yes,
1171621,Debt collection,,Cont'd attempts collect debt not owed,Debt resulted from identity theft,CA,95206,Web,12/26/2014,01/06/2015,"ECMC Group, Inc.",Closed with explanation,Yes,
1171619,Consumer loan,Vehicle loan,Problems when you are unable to pay,,TX,75067,Web,12/26/2014,12/26/2014,Credit Acceptance Corporation,Closed with explanation,Yes,
1171618,Debt collection,,Communication tactics,Frequent or repeated calls,CA,95838,Web,12/26/2014,12/26/2014,Encore Capital Group,Closed with non-monetary relief,Yes,Yes
1171617,Student loan,Non-federal student loan,Dealing with my lender or servicer,,VA,22102,Web,12/26/2014,12/26/2014,Navient,Closed with non-monetary relief,Yes,
1171616,Debt collection,Credit card,Taking/threatening an illegal action,Threatened to sue on too old debt,CA,95377,Web,12/26/2014,01/02/2015,"Endeavor Capital, LLC",Untimely response,No,
1171610,Debt collection,Credit card,Cont'd attempts collect debt not owed,Debt is not mine,FL,33694,Web,12/26/2014,12/26/2014,"Afni, Inc.",Closed with explanation,Yes,
1171608,Debt collection,,Disclosure verification of debt,Right to dispute notice not received,IL,60445,Web,12/26/2014,12/26/2014,"The CBE Group, Inc.",Closed with explanation,Yes,Yes
1171604,Credit reporting,,Incorrect information on credit report,Account status,FL,33306,Postal mail,12/26/2014,01/02/2015,Experian,Closed with non-monetary relief,Yes,
1171603,Credit reporting,,Incorrect information on credit report,Account status,FL,33306,Postal mail,12/26/2014,01/09/2015,TransUnion,Closed with non-monetary relief,Yes,
1171602,Mortgage,VA mortgage,"Loan modification,collection,foreclosure",,NC,27605,Web,12/26/2014,12/26/2014,Selene Finance,Closed with explanation,Yes,
1171596,Payday loan,,Can't contact lender,,OH,44135,Web,12/26/2014,12/31/2014,ACE Cash Express Inc.,Closed with explanation,Yes,
1171592,Debt collection,Credit card,Improper contact or sharing of info,Contacted me after I asked not to,AL,35226,Web,12/26/2014,01/02/2015,"Portfolio Recovery Associates, Inc.",Closed with non-monetary relief,Yes,Yes
1171588,Money transfers,International money transfer,Fraud or scam,,MD,21224,Web,12/26/2014,01/08/2015,Ria Financial,Closed with explanation,Yes,
1171587,Credit reporting,,Incorrect information on credit report,Account status,FL,33306,Postal mail,12/26/2014,01/09/2015,Equifax,Closed with explanation,Yes,
1171586,Bank account or service,Checking account,"Making/receiving payments, sending money",,CA,92122,Web,12/26/2014,12/26/2014,Citibank,Closed with explanation,Yes,
1171580,Mortgage,Conventional fixed mortgage,"Loan modification,collection,foreclosure",,AZ,85251,Web,12/26/2014,01/02/2015,Wells Fargo,Closed with explanation,Yes,Yes
1171575,Credit card,,Arbitration,,TX,78526,Web,12/26/2014,12/26/2014,Discover,Closed with explanation,Yes,
1171570,Mortgage,Conventional adjustable mortgage (ARM),"Loan servicing, payments, escrow account",,WA,98685,Web,12/26/2014,01/02/2015,JPMorgan Chase,Closed with explanation,Yes,
1171568,Debt collection,,Improper contact or sharing of info,Contacted me after I asked not to,FL,32244,Web,12/26/2014,01/05/2015,"Afni, Inc.",Closed with explanation,Yes,Yes
1171566,Debt collection,,Cont'd attempts collect debt not owed,Debt is not mine,FL,32244,Web,12/26/2014,12/26/2014,Stellar Recovery Inc.,Closed with explanation,Yes,
1171565,Credit reporting,,Incorrect information on credit report,Public record,MS,39350,Web,12/26/2014,12/26/2014,Equifax,Closed with explanation,Yes,
1171563,Bank account or service,Checking account,Problems caused by my funds being low,,MD,21078,Web,12/26/2014,12/26/2014,Bank of America,Closed with explanation,Yes,
1171559,Mortgage,Conventional fixed mortgage,"Loan modification,collection,foreclosure",,IL,60175,Web,12/26/2014,12/26/2014,JPMorgan Chase,Closed with explanation,Yes,
1171556,Credit reporting,,Unable to get credit report/credit score,Problem getting my free annual report,FL,33672,Web,12/26/2014,12/26/2014,Equifax,Closed with non-monetary relief,Yes,Yes
1171554,Mortgage,Conventional fixed mortgage,"Loan servicing, payments, escrow account",,MA,01741,Web,12/26/2014,12/26/2014,Bank of America,Closed with explanation,Yes,
1171552,Consumer loan,Vehicle loan,Problems when you are unable to pay,,TX,77465,Web,12/26/2014,12/26/2014,GM Financial,Closed with explanation,Yes,Yes
1171551,Bank account or service,Checking account,Using a debit or ATM card,,AL,35226,Web,12/26/2014,12/26/2014,Regions,Closed with monetary relief,Yes,
1171550,Payday loan,,Can't stop charges to bank account,,TX,75093,Web,12/26/2014,12/26/2014,Speedy Cash Holdings,Closed with explanation,Yes,
1171544,Consumer loan,Title loan,Lender repossessed or sold the vehicle,,TX,77042,Postal mail,12/26/2014,12/31/2014,TMX Finance LLC,In progress,Yes,
1171543,Debt collection,"Other (phone, health club, etc.)",Disclosure verification of debt,Right to dispute notice not received,NY,11372,Web,12/26/2014,12/26/2014,Santander Bank US,Closed,Yes,
1171540,Credit card,,Other,,GA,30034,Web,12/26/2014,01/02/2015,Gryphon Corp,Closed with explanation,Yes,
1171538,Debt collection,"Other (phone, health club, etc.)",False statements or representation,Attempted to collect wrong amount,FL,33637,Web,12/26/2014,12/26/2014,"Hunter Warfield, Inc.",Closed with explanation,Yes,Yes
1171535,Consumer loan,Vehicle loan,Taking out the loan or lease,,VA,23451,Web,12/26/2014,12/26/2014,Tidewater Finance Company,Closed with explanation,Yes,Yes
1171534,Mortgage,Conventional adjustable mortgage (ARM),"Loan modification,collection,foreclosure",,CA,92656,Web,12/26/2014,12/31/2014,Wells Fargo,Closed with explanation,Yes,
1171533,Bank account or service,(CD) Certificate of deposit,Deposits and withdrawals,,FL,34748,Phone,12/26/2014,01/02/2015,SunTrust Bank,Closed with explanation,Yes,
1171530,Mortgage,Other mortgage,"Loan servicing, payments, escrow account",,CA,95621,Postal mail,12/26/2014,01/07/2015,Bank of America,In progress,Yes,
1171528,Mortgage,Other mortgage,"Loan servicing, payments, escrow account",,CA,95621,Postal mail,12/26/2014,12/31/2014,Bank of America,In progress,Yes,
1171525,Credit card,,Transaction issue,,CA,95621,Postal mail,12/26/2014,01/02/2015,Amex,Closed with explanation,Yes,
1171523,Bank account or service,(CD) Certificate of deposit,"Account opening, closing, or management",,WV,25801,Web,12/26/2014,12/31/2014,JPMorgan Chase,Closed with explanation,Yes,
1171522,Credit reporting,,Incorrect information on credit report,Account status,NY,10037,Fax,12/26/2014,12/31/2014,TransUnion,Closed with explanation,Yes,
1171514,Credit reporting,,Unable to get credit report/credit score,Problem getting my free annual report,MI,48875,Web,12/26/2014,12/26/2014,Equifax,Closed with explanation,Yes,Yes
1171511,Credit reporting,,Credit monitoring or identity protection,Billing dispute,NY,10011,Web,12/26/2014,12/26/2014,Experian,Closed with monetary relief,Yes,
1171501,Mortgage,FHA mortgage,"Loan modification,collection,foreclosure",,NY,13203,Web,12/26/2014,12/26/2014,Nationstar Mortgage,Closed with explanation,Yes,
1171494,Consumer loan,Vehicle loan,Problems when you are unable to pay,,TX,77504,Web,12/26/2014,01/02/2015,"Prosperity Bancshares, Inc",Closed with explanation,Yes,Yes
1171485,Debt collection,,Improper contact or sharing of info,Contacted me instead of my attorney,DE,19702,Web,12/26/2014,12/26/2014,"Rent Recover, LLC",Closed with explanation,Yes,Yes
1171480,Debt collection,Federal student loan,Taking/threatening an illegal action,Seized/Attempted to seize property,FL,32136,Phone,12/26/2014,01/02/2015,Transworld Systems Inc.,In progress,Yes,
1171473,Debt collection,,Cont'd attempts collect debt not owed,Debt is not mine,MD,20877,Web,12/26/2014,12/26/2014,Resurgent Capital Services L.P.,Closed,Yes,
1171472,Debt collection,,Cont'd attempts collect debt not owed,Debt is not mine,MD,20877,Web,12/26/2014,12/26/2014,Allied Interstate LLC,Closed with non-monetary relief,Yes,
1171471,Debt collection,Credit card,Disclosure verification of debt,Not given enough info to verify debt,NJ,07701,Web,12/26/2014,12/26/2014,"Portfolio Recovery Associates, Inc.",Closed with explanation,Yes,
1171467,Money transfers,Domestic (US) money transfer,Money was not available when promised,,VA,23222,Web,12/26/2014,12/26/2014,MoneyGram,Closed with explanation,Yes,Yes
1171465,Debt collection,Auto,Communication tactics,Frequent or repeated calls,NC,28269,Web,12/26/2014,12/26/2014,"Premium Asset Services, LLC",Closed with explanation,Yes,
1171463,Debt collection,,Communication tactics,Frequent or repeated calls,OK,74801,Web,12/26/2014,01/08/2015,Radius Global Solutions LLC,Closed with explanation,Yes,
1171462,Debt collection,Mortgage,Cont'd attempts collect debt not owed,Debt is not mine,CA,94513,Web,12/26/2014,12/26/2014,Ocwen,Closed with explanation,Yes,
1171458,Student loan,Non-federal student loan,Can't repay my loan,,IL,60647,Web,12/26/2014,12/26/2014,Navient,Closed with explanation,Yes,
1171455,Credit card,,Billing disputes,,KY,40342,Web,12/26/2014,12/26/2014,GE Capital Retail,Closed with monetary relief,Yes,
1171435,Credit card,,Customer service / Customer relations,,CA,94566,Web,12/26/2014,12/26/2014,USAA Savings,Closed with explanation,Yes,Yes
1171432,Consumer loan,Title loan,Lender damaged or destroyed vehicle,,MN,55429,Web,12/26/2014,12/26/2014,ACE Cash Express Inc.,Closed with explanation,Yes,
1171430,Debt collection,"Other (phone, health club, etc.)",Cont'd attempts collect debt not owed,Debt resulted from identity theft,CA,95843,Web,12/26/2014,12/26/2014,"Enhanced Recovery Company, LLC",Closed with non-monetary relief,Yes,
1171420,Credit card,,Customer service / Customer relations,,OH,44107,Web,12/26/2014,12/26/2014,Citibank,Closed with explanation,Yes,
1171417,Credit reporting,,Unable to get credit report/credit score,Problem getting my free annual report,NY,11553,Web,12/26/2014,01/02/2015,Equifax,Closed with explanation,Yes,
1171413,Credit reporting,,Unable to get credit report/credit score,Problem getting report or credit score,TN,38118,Web,12/26/2014,12/26/2014,TransUnion,Closed with non-monetary relief,Yes,
1171412,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",,FL,32703,Web,12/26/2014,12/26/2014,"Green Tree Servicing, LLC",Closed with explanation,Yes,
1171410,Credit reporting,,Incorrect information on credit report,Account status,TX,78232,Postal mail,12/26/2014,01/13/2015,Equifax,Closed with explanation,Yes,
1171409,Credit reporting,,Incorrect information on credit report,Account status,TX,78232,Postal mail,12/26/2014,01/13/2015,Experian,Closed with non-monetary relief,Yes,
1171408,Credit reporting,,Incorrect information on credit report,Account status,TX,78232,Postal mail,12/26/2014,01/13/2015,TransUnion,Closed with explanation,Yes,
1171405,Debt collection,Medical,Cont'd attempts collect debt not owed,Debt was paid,OH,45150,Web,12/26/2014,12/26/2014,Transworld Systems Inc.,In progress,Yes,
1171402,Mortgage,FHA mortgage,"Loan servicing, payments, escrow account",,WI,54311,Web,12/26/2014,01/02/2015,Loan Care,Closed with explanation,Yes,
1171400,Consumer loan,Vehicle loan,Taking out the loan or lease,,NY,14512,Web,12/26/2014,01/02/2015,Santander Consumer USA,Closed with explanation,Yes,
1171399,Mortgage,Conventional fixed mortgage,"Loan servicing, payments, escrow account",,OR,97526,Web,12/26/2014,12/26/2014,PHH Mortgage,In progress,Yes,
1171393,Credit reporting,,Incorrect information on credit report,Information is not mine,NJ,07643,Web,12/26/2014,01/02/2015,Equifax,Closed with explanation,Yes,
1171385,Debt collection,,False statements or representation,Attempted to collect wrong amount,MO,63125,Web,12/26/2014,12/30/2014,Consumer Portfolio Services,Closed with explanation,Yes,
1171378,Credit reporting,,Incorrect information on credit report,Public record,MN,55409,Web,12/26/2014,12/26/2014,Experian,Closed with non-monetary relief,Yes,
1171358,Debt collection,"Other (phone, health club, etc.)",Disclosure verification of debt,Not given enough info to verify debt,FL,33322,Web,12/26/2014,12/26/2014,"Enhanced Recovery Company, LLC",Closed with non-monetary relief,Yes,
1171353,Mortgage,Other mortgage,"Application, originator, mortgage broker",,PA,19057,Web,12/26/2014,12/26/2014,"Green Tree Servicing, LLC",Closed with explanation,Yes,
1171352,Credit card,,Billing disputes,,NY,14544,Web,12/26/2014,12/26/2014,Capital One,In progress,Yes,
1171349,Consumer loan,Installment loan,Taking out the loan or lease,,GA,35613,Web,12/26/2014,01/02/2015,JPMorgan Chase,Closed with explanation,Yes,
1171347,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",,CA,93035,Postal mail,12/26/2014,01/02/2015,"Bayview Loan Servicing, LLC",In progress,Yes,
1171345,Mortgage,Conventional fixed mortgage,"Loan modification,collection,foreclosure",,WA,98271,Web,12/26/2014,12/26/2014,JPMorgan Chase,Closed with explanation,Yes,
1171334,Bank account or service,Checking account,Using a debit or ATM card,,NJ,08096,Web,12/26/2014,12/26/2014,TD Bank,Closed with explanation,Yes,
1171326,Credit card,,Identity theft / Fraud / Embezzlement,,FL,33908,Web,12/26/2014,12/26/2014,Capital One,Closed with explanation,Yes,
1171317,Debt collection,Auto,Communication tactics,Frequent or repeated calls,IL,62040,Web,12/26/2014,12/26/2014,DriveTime,Closed with explanation,Yes,
1171315,Mortgage,Conventional adjustable mortgage (ARM),"Loan modification,collection,foreclosure",,CA,94551,Web,12/26/2014,12/26/2014,Statebridge Company,Closed with explanation,Yes,Yes
1171314,Payday loan,,Applied for loan/did not receive money,,MD,21154,Web,12/26/2014,12/26/2014,"Enova International, Inc.",Closed with explanation,Yes,
1171301,Debt collection,Credit card,Communication tactics,Used obscene/profane/abusive language,NY,10030,Web,12/26/2014,12/26/2014,Citibank,Closed with explanation,Yes,Yes
1171300,Credit reporting,,Incorrect information on credit report,Account status,TN,38128,Web,12/26/2014,12/26/2014,Equifax,Closed with explanation,Yes,Yes
1171297,Debt collection,Medical,Cont'd attempts collect debt not owed,Debt is not mine,TX,79925,Web,12/26/2014,12/26/2014,"Retrieval-Masters Creditors Bureau, Inc.",Closed,Yes,
1171265,Debt collection,"Other (phone, health club, etc.)",Disclosure verification of debt,Not given enough info to verify debt,VA,23602,Web,12/26/2014,12/26/2014,Encore Capital Group,Closed with explanation,Yes,
1171263,Credit card,,Balance transfer fee,,NY,10977,Web,12/26/2014,12/26/2014,Bank of America,Closed with explanation,Yes,
1171254,Debt collection,Credit card,Disclosure verification of debt,Not given enough info to verify debt,TX,79118,Postal mail,12/26/2014,12/31/2014,U.S. Bancorp,Closed with explanation,Yes,
1171253,Debt collection,Credit card,Disclosure verification of debt,Not given enough info to verify debt,TX,79118,Postal mail,12/26/2014,01/02/2015,"John C. Heath, Attorney at Law, PLLC",Closed with monetary relief,Yes,
1171246,Debt collection,"Other (phone, health club, etc.)",Cont'd attempts collect debt not owed,Debt was paid,TX,78220,Postal mail,12/26/2014,01/02/2015,"First National Collection Bureau, Inc.",Closed with explanation,Yes,
